ID,ENMO_Avg_Active_Days_MVPA192,ENMO_Avg_Active_Days_MVPA110,ENMO_Avg_All_Days_MVPA192,ENMO_Avg_All_Days_MVPA110
807d8908,1.0,3.8,1.0,3.8
5ed5f205,4.777777777777778,12.071428571428571,4.777777777777778,12.071428571428571
c9e419e7,3.9411764705882355,10.904761904761905,4.111111111111111,11.045454545454545
eef79620,2.727272727272727,8.916666666666666,2.727272727272727,8.692307692307692
5b2c9b83,1.2,5.947368421052632,1.2,5.947368421052632
966161e7,6.333333333333333,22.347826086956523,6.333333333333333,21.583333333333332
687c85e7,3.0,8.5,3.0,7.333333333333333
9e171735,10.727272727272727,27.818181818181817,10.727272727272727,27.818181818181817
e328a032,14.052631578947368,30.526315789473685,14.052631578947368,30.526315789473685
b3f5c066,24.0,49.95454545454545,24.545454545454547,49.95652173913044
23e024bd,4.5,11.0,4.5,11.0
f9384fa2,3.066666666666667,10.956521739130435,3.066666666666667,10.583333333333334
408bed19,6.703703703703703,22.2,5.8125,16.302325581395348
13eee030,6.206896551724138,20.393939393939394,6.066666666666666,20.058823529411764
b4e69f09,9.75,26.25,9.571428571428571,26.19047619047619
a5710c0a,4.125,13.25,4.117647058823529,13.19047619047619
33fe1b04,11.088235294117647,30.38235294117647,11.028571428571428,30.114285714285714
cfcf9dc9,14.333333333333334,11.666666666666666,14.333333333333334,11.0
893293dd,2.5,6.5,2.5,6.5
3d3dd3ae,12.210526315789474,25.9,12.25,25.80952380952381
2760be91,5.894736842105263,21.714285714285715,5.85,21.09090909090909
4570c8b8,16.06896551724138,43.41379310344828,15.387096774193548,40.46875
e3bce7e1,2.142857142857143,7.153846153846154,2.0,7.142857142857143
1eea8df2,,2.0,,2.0
35fa2ebf,2.3333333333333335,6.0,3.0,6.25
56cb7161,19.857142857142858,45.57142857142857,19.772727272727273,45.18181818181818
ed0b3906,7.0,9.833333333333334,6.0,9.285714285714286
48db8ecf,22.083333333333332,42.833333333333336,21.384615384615383,41.76923076923077
428970d4,4.882352941176471,20.714285714285715,4.666666666666667,20.045454545454547
3c2cf08e,18.65,35.857142857142854,18.047619047619047,34.59090909090909
e9d94c4e,23.272727272727273,42.608695652173914,23.272727272727273,42.608695652173914
12a607f6,,,8.0,21.0
8cab7bc4,,,1.0,1.6
eeedcd5e,1.6666666666666667,5.388888888888889,1.6666666666666667,4.904761904761905
8f9c03c6,6.733333333333333,19.61764705882353,6.375,18.916666666666668
a4530b41,10.863636363636363,33.36363636363637,10.434782608695652,32.04347826086956
01085eb3,3.9,20.7,3.761904761904762,20.0
c829500d,16.47826086956522,38.65217391304348,16.0,37.458333333333336
8a4e5d1a,6.0,13.333333333333334,6.0,11.0
f028534c,16.842105263157894,30.75,16.05,29.571428571428573
37995242,6.7,19.91304347826087,6.523809523809524,18.84
e9ca5586,7.2105263157894735,22.63157894736842,6.95,21.0
8c6c52a2,5.681818181818182,19.041666666666668,5.52,17.962962962962962
64b4005d,3.6666666666666665,16.666666666666668,3.5,14.0
00f332d1,12.052631578947368,19.94736842105263,12.052631578947368,19.94736842105263
7b543871,8.555555555555555,18.38095238095238,8.555555555555555,18.38095238095238
4decbcd8,,1.0,,1.5
98ed2153,7.470588235294118,21.473684210526315,7.111111111111111,20.45
c6313b18,,,,3.0
d6251195,4.0,3.5,3.5,7.0
221e37e0,13.4,25.3,12.272727272727273,23.90909090909091
1b5b34bc,3.75,10.88888888888889,3.75,9.9
1aae1de3,9.125,17.444444444444443,9.125,17.444444444444443
9f9be55c,12.047619047619047,25.61904761904762,11.826086956521738,25.0
bdbff28b,12.4,22.0,13.333333333333334,23.0
7f2715b4,6.0,22.0,3.0,8.0
ee2bf575,7.0,12.375,7.0,12.375
9d1b2d2c,9.3,22.91304347826087,8.904761904761905,22.208333333333332
6c2edc91,1.0,4.0,1.0,4.0
87af775e,13.15,21.181818181818183,12.619047619047619,20.565217391304348
f7b1374e,12.764705882352942,22.047619047619047,12.764705882352942,21.181818181818183
1e87baed,7.5,27.166666666666668,6.689655172413793,23.0
697c41d7,9.521739130434783,25.08,9.166666666666666,24.307692307692307
c294b507,2.5454545454545454,4.7368421052631575,2.5454545454545454,4.7368421052631575
c3a86e3e,6.863636363636363,18.24137931034483,6.375,17.322580645161292
f1baae47,1.3333333333333333,6.590909090909091,1.25,6.608695652173913
cda90e9e,11.263157894736842,28.35,11.263157894736842,28.35
d506f4c7,3.75,5.380952380952381,3.4,5.409090909090909
2e17c497,10.944444444444445,22.65,10.473684210526315,22.0
397efe7a,23.1875,45.8125,21.88235294117647,43.529411764705884
5e55e9fd,1.3333333333333333,3.6,3.0,5.333333333333333
948a7025,10.045454545454545,36.26086956521739,10.045454545454545,36.26086956521739
2e5f5207,18.1875,32.111111111111114,16.0,28.045454545454547
f9334e08,4.454545454545454,12.714285714285714,4.166666666666667,11.5
721ea536,7.636363636363637,27.884615384615383,7.636363636363637,27.884615384615383
429cc266,13.545454545454545,29.09090909090909,12.916666666666666,27.416666666666668
7f44236f,8.0,4.428571428571429,8.0,4.375
ad9f821d,20.23076923076923,36.30769230769231,19.785714285714285,33.6
6e9beaee,7.230769230769231,16.214285714285715,7.0,16.133333333333333
1314bc8c,6.125,17.904761904761905,5.9411764705882355,17.363636363636363
15f2e240,5.176470588235294,19.95,4.944444444444445,18.363636363636363
0bfe4fc9,11.2,19.526315789473685,11.2,18.65
26190ddd,19.3125,43.53125,19.09090909090909,41.911764705882355
9fa5cdfd,8.11111111111111,23.1,8.11111111111111,23.1
224fc39a,2.1538461538461537,7.608695652173913,2.0714285714285716,7.16
4a4a0f78,4.166666666666667,15.181818181818182,4.0,14.73913043478261
351cd4ec,17.333333333333332,42.142857142857146,16.5,32.18181818181818
6826f0be,11.76923076923077,35.53846153846154,10.9,31.09375
c3dde859,3.473684210526316,14.857142857142858,3.473684210526316,14.409090909090908
ef9617e7,14.0,30.818181818181817,11.2,23.705882352941178
3d6143f3,4.4,22.0,3.8333333333333335,20.666666666666668
d5b089a4,13.633333333333333,31.387096774193548,13.483870967741936,29.147058823529413
db9eae59,10.923076923076923,33.30769230769231,9.733333333333333,30.333333333333332
4a475a9f,,,,
fecc07d6,2.0,6.5,2.0,6.5
3875d4de,4.4375,14.235294117647058,4.235294117647059,13.777777777777779
012cadd8,18.4,33.4,18.0,32.666666666666664
dd747bba,17.38095238095238,38.333333333333336,16.434782608695652,36.65217391304348
36c060b9,6.411764705882353,24.764705882352942,6.411764705882353,24.764705882352942
2bbcfd43,5.769230769230769,11.555555555555555,5.428571428571429,11.0
73ec551e,6.954545454545454,26.227272727272727,6.739130434782608,25.73913043478261
ed711416,11.727272727272727,25.75,11.727272727272727,25.75
215ca39b,5.083333333333333,14.818181818181818,4.846153846153846,14.478260869565217
1c063ebc,4.380952380952381,12.064516129032258,4.380952380952381,11.78125
1e5f6199,18.9,43.55,17.90909090909091,42.0
d19e1025,7.0,25.88888888888889,5.7272727272727275,21.583333333333332
73ffa609,2.0,9.0,2.0,9.0
d0ac4f1c,2.5,3.4,2.3333333333333335,4.166666666666667
350cf38b,14.625,31.764705882352942,14.625,31.764705882352942
6dfe4a75,1.6666666666666667,7.7368421052631575,1.6666666666666667,7.7368421052631575
25a3a723,,,1.5,4.5
8a645723,,,1.0,2.0
68be3d5c,,,1.0,4.0
709457f3,1.0,3.5,1.0,3.5
4aa87859,19.772727272727273,39.27272727272727,19.26086956521739,37.95652173913044
47350ac6,1.5,12.5,1.3333333333333333,9.666666666666666
b7a61f8d,11.5,31.272727272727273,11.434782608695652,30.347826086956523
4950e24c,,,,
bb0d7d92,1.4,8.578947368421053,1.6666666666666667,8.95
08660d12,5.176470588235294,15.277777777777779,4.944444444444445,14.631578947368421
1957153d,4.4,8.333333333333334,5.461538461538462,9.0
da19c97e,23.25,51.375,21.0,46.666666666666664
c8fbbc8a,15.181818181818182,35.130434782608695,14.0,32.96
ffcd4dbd,5.625,16.0,5.625,15.391304347826088
9fb96ae3,4.5625,14.380952380952381,4.352941176470588,13.391304347826088
38cccd6d,12.764705882352942,22.047619047619047,12.764705882352942,21.181818181818183
19098ef0,7.5,22.0,5.333333333333333,16.666666666666668
cb3b7c3c,9.590909090909092,28.782608695652176,9.391304347826088,28.291666666666668
11739de2,,,3.0,4.0
fdc11b96,5.818181818181818,16.166666666666668,5.608695652173913,15.96
6247cc15,7.3076923076923075,27.692307692307693,7.148148148148148,25.17241379310345
1911731d,3.6875,13.45,3.588235294117647,13.238095238095237
f8ff0bc8,,,,1.0
080698b7,7.571428571428571,16.6,4.9411764705882355,14.272727272727273
7dc65b92,10.523809523809524,33.82608695652174,10.090909090909092,33.0
7b8842c3,,,1.0,3.25
fc8e4de4,11.064516129032258,27.636363636363637,10.588235294117647,25.864864864864863
6d707ac3,1.5,2.6,1.5,2.6
ac3ba541,20.735294117647058,46.970588235294116,20.485714285714284,45.27777777777778
f5ad7abc,7.0,23.35,7.105263157894737,23.047619047619047
ebd6f819,10.8,30.75,10.8,30.75
3f1cf5ba,4.588235294117647,20.63157894736842,4.5,20.3
4442c376,9.666666666666666,23.181818181818183,9.666666666666666,23.181818181818183
3c8f474a,7.238095238095238,14.409090909090908,7.045454545454546,14.391304347826088
83846d0c,31.0,59.26086956521739,30.0,57.5
001f3379,1.6,5.857142857142857,1.6,5.857142857142857
948e1435,4.133333333333334,12.842105263157896,4.133333333333334,12.842105263157896
bd4ccd4c,11.444444444444445,21.0,9.727272727272727,16.666666666666668
5ee595e8,11.875,40.291666666666664,11.875,38.88
b9c085ab,12.380952380952381,34.90909090909091,11.909090909090908,33.65217391304348
2bac0893,10.416666666666666,23.0,10.416666666666666,21.533333333333335
5ddbac80,,,,4.857142857142857
e4762a2b,22.0,37.0,14.333333333333334,29.333333333333332
2f154763,4.0,25.0,3.5,21.5
0983654b,14.25,26.0,11.8,12.88888888888889
f6d879aa,4.388888888888889,17.333333333333332,4.388888888888889,16.727272727272727
c5cfaeae,13.4,41.05,13.4,39.142857142857146
a9b84b96,8.6,29.0,8.571428571428571,29.454545454545453
cd703872,4.857142857142857,14.444444444444445,4.857142857142857,13.9
898096eb,19.866666666666667,43.32258064516129,19.806451612903224,41.63636363636363
14391970,11.6,25.0,9.4,19.555555555555557
677038b5,4.923076923076923,14.052631578947368,4.8125,11.884615384615385
ea544af3,1.5,3.5,1.5,3.466666666666667
ec6b57b4,12.5,25.8,8.833333333333334,19.571428571428573
69b65679,,,,4.0
e4d396d7,16.565217391304348,32.78260869565217,16.565217391304348,32.78260869565217
eb93a46a,11.411764705882353,24.181818181818183,12.052631578947368,23.576923076923077
9eb283e4,,,,2.25
aa1700c7,3.857142857142857,13.857142857142858,3.6666666666666665,13.333333333333334
154d1191,13.1,37.2,12.909090909090908,35.54545454545455
04afb6f9,1.8888888888888888,12.954545454545455,1.8888888888888888,12.521739130434783
6197a2ce,11.375,26.210526315789473,11.375,25.0
b41cee02,,2.0,,2.0
24398aed,,,,
f3020788,2.0,13.0,1.75,12.785714285714286
a922ef3f,2.6666666666666665,9.11111111111111,2.7142857142857144,9.2
ce6eeadf,1.8181818181818181,10.692307692307692,1.6923076923076923,8.722222222222221
8078b7de,11.2,28.59090909090909,10.714285714285714,27.565217391304348
7e46b693,1.5,8.0,1.5,8.0
4d61a44e,7.96,19.333333333333332,7.96,17.8
e0283d3d,7.2105263157894735,32.904761904761905,7.2105263157894735,32.72727272727273
c5462e87,7.0,7.285714285714286,7.0,7.285714285714286
f44f1227,8.0,15.11111111111111,8.0,15.11111111111111
5ef3d64e,2.526315789473684,12.523809523809524,2.5,11.869565217391305
fdf4691f,15.521739130434783,32.78260869565217,15.521739130434783,32.78260869565217
83eda373,10.0,14.0,10.0,14.0
0f6b71c4,3.2,10.8,2.8333333333333335,9.333333333333334
5264bb0e,3.8,5.833333333333333,3.8,5.833333333333333
8e59a69a,4.230769230769231,12.777777777777779,4.0,12.368421052631579
0d279d77,9.416666666666666,32.916666666666664,8.76923076923077,31.53846153846154
db3b1dd1,19.333333333333332,32.5,18.636363636363637,31.73913043478261
af485add,12.88888888888889,25.473684210526315,12.421052631578947,24.8
7c21ad67,8.727272727272727,24.347826086956523,8.727272727272727,23.541666666666668
4307d287,2.0,11.88888888888889,1.8,10.5
7265f1e5,15.0,32.833333333333336,15.0,32.833333333333336
cba39753,4.3,14.956521739130435,4.3,14.458333333333334
75ad73ee,18.333333333333332,32.125,18.333333333333332,32.125
ac1ad4a7,4.944444444444445,23.210526315789473,4.7368421052631575,22.55
c1373df0,9.4,25.454545454545453,9.142857142857142,24.869565217391305
8376acc5,9.571428571428571,25.285714285714285,8.454545454545455,17.2
481a1861,6.166666666666667,16.142857142857142,6.166666666666667,15.125
e0869709,,,9.333333333333334,18.333333333333332
0eddd8e5,20.105263157894736,40.7,18.666666666666668,38.0
dc33dcef,8.090909090909092,20.75,8.090909090909092,20.75
745e6065,4.0,15.666666666666666,3.6666666666666665,15.0
58dfccdb,26.5625,53.0,25.441176470588236,50.8235294117647
bf31e0a7,15.05,32.82608695652174,14.523809523809524,32.291666666666664
1eda934b,3.1875,11.32,3.0588235294117645,10.607142857142858
f35b607c,7.0,19.565217391304348,7.0,19.565217391304348
de91310c,,,,
063b16fc,9.0,13.285714285714286,8.666666666666666,13.318181818181818
a40c8316,4.875,9.153846153846153,4.875,8.857142857142858
03a9019b,11.304347826086957,28.869565217391305,11.041666666666666,28.166666666666668
58ada72e,26.0,18.0,13.5,15.2
9d0670dd,21.75,50.5,18.27777777777778,38.75
b95aad8d,1.0,3.8181818181818183,1.3333333333333333,3.75
75b0446f,8.923076923076923,21.5625,8.923076923076923,20.58823529411765
02cebf33,10.333333333333334,17.0,10.333333333333334,16.375
6b773506,4.076923076923077,9.818181818181818,4.076923076923077,9.434782608695652
43f44f6c,3.4615384615384617,12.31578947368421,3.4615384615384617,12.1
15dbc929,18.545454545454547,40.09090909090909,18.545454545454547,40.09090909090909
ab36aa48,,,3.6666666666666665,5.333333333333333
a774c63b,13.966666666666667,25.864864864864863,13.935483870967742,25.333333333333332
63fc9770,1.5,7.4,1.5,7.0625
ae712150,2.8333333333333335,25.428571428571427,2.65,24.4
5c2c136d,18.857142857142858,44.42857142857143,12.909090909090908,27.923076923076923
a1942b0b,14.571428571428571,38.392857142857146,14.724137931034482,38.48275862068966
15f217a6,6.827586206896552,20.096774193548388,6.633333333333334,19.625
29c54890,5.0476190476190474,13.958333333333334,5.0476190476190474,13.48
7a6d26a2,3.4166666666666665,10.0,3.4166666666666665,10.0
1fed3943,12.208333333333334,25.291666666666668,11.76,24.36
2a9e0dee,8.944444444444445,24.57894736842105,8.944444444444445,23.55
f8bf4a1c,4.571428571428571,11.391304347826088,4.571428571428571,11.291666666666666
806d877f,17.4,38.63333333333333,17.25,37.875
e28c0bfa,6.5,13.588235294117647,6.5,13.588235294117647
24ab10c6,20.42105263157895,51.421052631578945,20.15,51.05
1d78b3c3,19.8,39.285714285714285,19.8,39.285714285714285
0745c390,10.0,17.5,5.714285714285714,8.333333333333334
99b15811,9.8,27.333333333333332,9.523809523809524,26.727272727272727
bea525dc,2.3,10.473684210526315,2.727272727272727,10.55
08577722,13.0,21.333333333333332,13.0,21.333333333333332
e4614ec6,11.705882352941176,37.05882352941177,11.166666666666666,35.333333333333336
e1e02e28,14.25,32.0,14.2,25.5
c8270746,11.083333333333334,23.0,11.083333333333334,21.692307692307693
2496c491,8.6875,17.956521739130434,8.6875,17.956521739130434
4b0f961e,15.41025641025641,25.523809523809526,14.883720930232558,23.3265306122449
0d4fa8f4,13.384615384615385,31.321428571428573,12.962962962962964,27.8125
92622443,8.7,22.90909090909091,8.7,22.0
d6cca65e,3.1666666666666665,12.636363636363637,3.210526315789474,12.391304347826088
e4e58096,3.25,7.611111111111111,3.25,7.611111111111111
419d05c6,1.0,9.0,1.0,9.0
11f9b26c,12.833333333333334,45.111111111111114,12.833333333333334,45.111111111111114
7bdbf66f,12.0,23.0,4.0,6.2
6d5944a9,5.352941176470588,16.55,5.333333333333333,16.047619047619047
5f78f7b9,,,,1.0
f75c957f,14.75,33.75,11.571428571428571,15.461538461538462
2a3fcf9a,11.88,25.142857142857142,11.846153846153847,23.387096774193548
df98fbb4,3.4444444444444446,12.0,3.4444444444444446,11.444444444444445
678598dd,9.666666666666666,30.5,9.714285714285714,23.833333333333332
efa35d35,,,,1.0
06eb8adb,7.709677419354839,22.61764705882353,7.709677419354839,21.47222222222222
a614af1b,3.923076923076923,14.375,3.7857142857142856,13.166666666666666
cd8f3c61,19.272727272727273,36.45454545454545,14.733333333333333,26.25
331733c7,4.294117647058823,9.238095238095237,4.222222222222222,9.090909090909092
416b6ba2,12.61111111111111,29.894736842105264,12.105263157894736,28.7
cbcf8cf2,1.9285714285714286,8.428571428571429,1.9285714285714286,8.090909090909092
04f094a8,15.631578947368421,26.818181818181817,15.631578947368421,26.818181818181817
0e3b0bd2,,,,2.0
48df987b,15.136363636363637,35.95454545454545,15.136363636363637,35.95454545454545
a00c85e7,1.0,3.5454545454545454,1.0,3.5454545454545454
0ec403df,,2.3333333333333335,,2.25
d05f5d71,2.888888888888889,5.05,2.888888888888889,4.857142857142857
9e027e04,1.0,3.8,1.5,3.6666666666666665
b9cf3f7c,3.0,9.478260869565217,3.0,9.478260869565217
34ec5de4,2.5,9.25,2.5,9.25
659fec57,1.8181818181818181,6.529411764705882,1.8181818181818181,6.529411764705882
f6c20447,12.347826086956522,35.91304347826087,12.076923076923077,29.966666666666665
a6969e1a,5.761904761904762,17.857142857142858,5.681818181818182,17.727272727272727
7800a084,6.583333333333333,25.68,6.36,24.884615384615383
b802aec3,,,2.0,4.0
43629a34,16.25,30.5,15.11111111111111,25.9
a08ebf6e,22.956521739130434,37.91304347826087,21.807692307692307,36.5
22e44415,,,,7.0
3950aa00,14.642857142857142,23.529411764705884,14.6,23.333333333333332
a4e0447e,8.285714285714286,24.444444444444443,8.5,23.8
836b4de3,9.863636363636363,25.91304347826087,9.863636363636363,25.91304347826087
d77ac332,1.0,1.0,1.0,1.0
764d8b42,13.6,31.136363636363637,13.285714285714286,30.52173913043478
3d736110,1.6666666666666667,9.363636363636363,1.6666666666666667,9.363636363636363
ca3204b0,1.0,5.0,2.5384615384615383,8.484848484848484
108b8659,15.347826086956522,34.17391304347826,15.347826086956522,34.17391304347826
c73dd2e4,,,2.5,5.5
064e8da5,10.285714285714286,25.133333333333333,10.285714285714286,24.35483870967742
6f49c8d0,,,1.0,2.8
c6da0d4b,19.0,43.0,7.818181818181818,15.692307692307692
3d48430d,7.888888888888889,26.3,6.818181818181818,17.875
c8cc2e1b,5.25,8.25,5.25,8.25
e8e82627,16.8,32.36363636363637,16.8,32.36363636363637
72c9c38d,9.095238095238095,20.772727272727273,9.227272727272727,21.130434782608695
51f38b37,,,2.6,5.25
79bd36b6,,1.3333333333333333,,1.25
0c4eabac,20.75,35.5,17.727272727272727,21.0
1606f203,13.238095238095237,32.714285714285715,13.238095238095237,31.681818181818183
bd8397cb,20.5,51.25,20.2,36.714285714285715
93fda84a,10.8,37.08571428571429,10.694444444444445,35.729729729729726
4d19854c,7.25,14.0,6.0,13.6
9e4385f7,9.31578947368421,14.565217391304348,9.31578947368421,14.565217391304348
9cee3c19,14.666666666666666,30.428571428571427,12.576923076923077,24.571428571428573
a8d9de72,11.19047619047619,19.0,11.19047619047619,19.0
a5099438,2.5,12.4,3.0,12.666666666666666
ebf2b0c9,5.285714285714286,17.941176470588236,5.285714285714286,17.166666666666668
440acf4f,11.291666666666666,24.464285714285715,10.857142857142858,23.205882352941178
f11e17c0,5.3076923076923075,21.8125,5.3076923076923075,20.941176470588236
5e359a08,,,,1.0
86a8e0d6,6.705882352941177,19.80952380952381,6.705882352941177,19.136363636363637
9aa1a2ae,,1.0,2.0,3.0
fe9c71d8,12.8125,32.68421052631579,12.8125,32.68421052631579
92293b06,3.1818181818181817,6.55,3.1666666666666665,6.476190476190476
3fcef947,18.93103448275862,42.793103448275865,18.4,40.516129032258064
f869d220,3.6,9.133333333333333,3.6,8.8125
00115b9f,9.0,9.666666666666666,3.8,6.454545454545454
bba6ff20,,,,
a3391798,5.142857142857143,21.695652173913043,5.142857142857143,21.0
0d570d3e,,,,
55f9338e,6.5,19.869565217391305,6.3478260869565215,19.458333333333332
f1bd0f59,5.083333333333333,13.307692307692308,4.8,11.222222222222221
fb04f7dd,13.625,30.88888888888889,13.11111111111111,29.5
52e9e467,17.75,34.75,17.75,34.75
d2d9b474,7.294117647058823,18.166666666666668,7.294117647058823,18.166666666666668
a65b2226,7.428571428571429,21.304347826086957,7.428571428571429,20.541666666666668
24a3b16d,4.333333333333333,12.818181818181818,4.333333333333333,12.818181818181818
0cbe4e54,10.166666666666666,22.238095238095237,9.842105263157896,21.818181818181817
50707f1e,17.181818181818183,43.18181818181818,16.735294117647058,42.05882352941177
e4ab3b12,21.952380952380953,38.27272727272727,21.952380952380953,38.27272727272727
7f26f78c,,,,1.75
35198c2d,1.0,4.0,1.0,4.153846153846154
23e71e7c,1.0,1.0,1.0,6.5
f584742f,3.272727272727273,6.875,3.5833333333333335,7.529411764705882
6c0fe935,7.5,9.071428571428571,7.5,9.071428571428571
5ea2c305,5.5,5.0,5.5,5.0
14b3d6e5,13.310344827586206,26.5,13.0,25.441176470588236
76781cd8,11.75,25.714285714285715,11.692307692307692,24.0
d661ddf7,1.6,7.526315789473684,1.6,7.55
3acb5be3,11.4,23.0,9.666666666666666,20.833333333333332
